2025-09-28 16:28:01,188 INFO  Logger.cs: 70 - 
2025-09-28 16:58:02,844 INFO  ExportHelperExtension.cs: 1136 - Found 94 in claw-2
2025-09-28 16:58:02,845 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in claw-2
2025-09-28 16:58:02,846 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2025-09-28 16:58:02,847 INFO  ExportHelperExtension.cs: 1136 - Found 38 in base-1
2025-09-28 16:58:02,848 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2025-09-28 16:58:02,849 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from claw-1
2025-09-28 16:58:02,850 INFO  ExportHelperExtension.cs: 1136 - Found 94 in claw-1
2025-09-28 16:58:02,851 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in claw-1
2025-09-28 16:58:02,852 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Final_Assembly.SLDASM
2025-09-28 16:58:02,853 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Final_Assembly.SLDASM
2025-09-28 16:58:02,854 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Final_Assembly.SLDASM
2025-09-28 16:58:02,854 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-09-28 16:58:02,855 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2025-09-28 16:58:02,856 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from claw-2
2025-09-28 16:58:02,857 INFO  ExportHelperExtension.cs: 1136 - Found 94 in claw-2
2025-09-28 16:58:02,858 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in claw-2
2025-09-28 16:58:02,859 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2025-09-28 16:58:02,860 INFO  ExportHelperExtension.cs: 1136 - Found 38 in base-1
2025-09-28 16:58:02,862 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-1
2025-09-28 16:58:02,862 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from claw-1
2025-09-28 16:58:02,863 INFO  ExportHelperExtension.cs: 1136 - Found 94 in claw-1
2025-09-28 16:58:02,865 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in claw-1
2025-09-28 16:58:03,294 INFO  SwAddin.cs: 339 - Loading config tree
2025-09-28 16:58:03,296 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
